,#R1,#R2,#R3,#R4,#R5
1145,0,1,0,1,48
1146,0,0,0,0,30
1147,0,0,0,5,45
1148,0,0,0,5,45
1149,0,0,0,2,48
1150,0,0,0,2,48
1151,0,0,0,2,48
1152,0,0,0,6,16
1153,0,0,0,3,47
1154,0,0,0,2,48
1155,0,0,0,0,50
1156,0,0,0,0,50
1157,0,0,0,0,50
1158,0,0,0,1,49
1159,0,0,0,0,50
1160,0,0,0,2,48
1161,0,0,0,2,48
1162,0,0,0,1,34
1163,0,0,0,2,20
1164,0,0,0,0,1
1165,0,0,0,0,50
1166,0,0,0,0,5
1167,0,0,0,0,1
1168,0,0,0,4,46
1169,0,0,0,4,46
1170,0,0,0,0,50
1171,0,0,2,2,46
1172,0,0,0,8,42
1173,0,0,0,2,48
1174,0,0,0,1,13
1175,0,0,0,3,47
1176,0,0,0,2,20
1177,0,0,0,0,6
1178,0,0,1,2,17
1179,0,0,1,0,38
1180,0,0,0,0,50
1181,0,0,0,1,49
1182,0,0,0,1,49
1183,0,0,0,5,45
1184,0,0,0,2,48
1185,0,0,0,2,48
1186,0,0,0,0,50
1187,0,0,0,1,8
1188,0,0,1,1,48
1189,0,0,0,2,48
1190,0,0,0,0,23
1191,0,0,0,0,50
1192,0,0,1,4,45
1193,0,0,0,3,47
1194,1,0,1,4,44
1195,0,0,1,6,43
1196,0,0,1,3,19
1197,0,0,0,5,45
1198,1,1,1,2,45
1199,0,0,0,1,49
1200,0,0,0,0,50
1201,0,0,0,5,45
1202,0,0,0,5,45
1203,0,0,0,4,46
1204,0,0,0,1,49
1205,0,0,0,1,49
1206,0,0,1,3,46
1207,0,0,0,4,46
1208,0,0,0,3,47
1209,0,0,1,2,47
1210,0,0,0,2,48
1211,0,0,0,2,48
1212,0,0,1,4,45
1213,0,0,0,2,48
1214,0,0,2,5,43
1215,0,0,0,2,48
1216,0,0,1,5,44
1217,0,0,0,2,48
1218,0,0,0,2,48
1219,0,0,0,1,49
1220,0,0,0,3,47
1221,0,0,0,5,45
1222,0,0,0,3,47
1223,0,0,0,0,5
1224,0,0,0,0,5
1225,0,0,0,3,47
1226,0,0,0,3,47
1227,0,0,1,3,46
1228,0,0,0,0,10
1229,0,0,0,3,47
1230,0,0,1,3,46
1231,0,0,0,2,48
1232,0,0,0,0,0
1233,0,0,0,0,50
1234,0,0,0,3,47
1235,0,0,0,0,1
1236,0,0,0,1,43
1237,0,0,0,1,39
1238,0,0,0,0,1
1239,0,0,1,0,49
1240,0,0,1,0,49
1241,0,0,0,1,49
1242,0,0,0,1,49
1243,0,0,0,0,1
1244,0,0,0,0,0
1245,0,0,0,0,7
1246,0,0,0,1,49
1247,0,0,1,1,48
1248,0,0,1,4,45
1249,0,0,0,2,48
1250,0,0,0,0,50
1251,0,0,0,2,48
1252,0,0,1,0,30
1253,0,0,0,0,8
1254,0,0,0,8,42
1255,0,0,0,0,5
1256,0,0,0,0,50
1257,0,0,0,0,16
1258,0,0,0,5,45
1259,0,0,0,3,47
1260,0,2,0,1,5
1261,0,0,0,5,45
1262,0,0,0,1,30
1263,0,0,0,2,48
1264,0,0,0,2,48
1265,0,0,0,1,49
1266,0,0,1,2,17
1267,1,0,1,6,42
1268,0,0,0,0,50
1269,0,0,0,0,50
1270,0,0,0,3,47
1271,0,0,0,0,15
1272,0,0,0,1,49
1273,0,0,0,2,48
1274,0,0,1,4,45
1275,0,0,0,0,9
1276,0,0,0,2,48
1277,0,0,0,1,49
1278,0,0,0,1,32
1279,0,0,0,1,32
1280,0,0,1,2,47
1281,0,0,0,3,47
1282,0,0,0,1,49
1283,0,0,0,1,49
1284,0,0,0,1,49
1285,0,0,0,3,45
1286,0,0,1,3,46
1287,0,0,2,4,44
1288,0,1,0,5,44
1289,0,0,0,2,48
1290,0,0,1,1,48
1291,0,0,1,0,49
1292,0,0,0,0,50
1293,0,0,0,2,48
1294,0,0,1,3,46
1295,0,0,0,3,47
1296,0,0,0,2,48
1297,0,0,0,3,47
1298,0,0,0,0,50
1299,0,0,0,5,45
1300,0,0,0,3,47
1301,0,0,0,1,8
1302,0,0,0,2,18
1303,0,0,0,0,50
1304,0,0,0,6,44
1305,0,0,0,0,50
1306,0,0,1,2,47
1307,0,0,0,0,50
1308,0,0,0,4,46
1309,0,0,0,0,1
1310,0,0,0,2,48
1311,0,0,0,4,46
1312,0,0,0,0,19
1313,0,0,0,1,49
1314,0,0,0,1,49
1315,0,0,0,0,3
1316,0,0,2,4,44
1317,0,0,0,0,50
1318,0,0,0,2,48
1319,0,0,0,5,36
1320,0,0,1,2,47
1321,1,1,1,2,45
1322,1,0,1,2,43
1323,0,0,0,2,48
1324,0,0,2,3,45
1325,1,0,2,2,45
1326,0,0,0,2,48
1327,0,0,0,3,47
1328,0,0,1,2,47
1329,0,0,0,2,48
1330,0,0,0,3,47
1331,0,0,0,3,47
1332,0,0,0,3,47
1333,0,0,0,5,45
1334,0,0,1,3,46
1335,0,0,0,1,49
1336,0,1,1,5,43
1337,0,0,0,1,49
1338,0,0,1,3,46
1339,0,0,0,1,49
1340,0,0,0,2,48
1341,0,0,0,3,47
1342,0,0,0,2,48
1343,0,0,1,4,45
1344,0,0,0,3,40
1345,0,0,0,0,0
1346,0,0,0,2,48
1347,0,0,1,4,45
1348,0,0,0,1,49
1349,0,0,2,2,46
1350,0,0,2,2,46
1351,0,0,1,3,46
1352,0,0,0,1,10
1353,0,0,0,0,23
1354,0,0,0,2,48
1355,0,0,0,3,47
1356,0,0,0,0,3
1357,0,0,0,0,0
1358,0,0,0,1,49
1359,0,0,0,1,49
1360,0,0,1,2,47
1361,0,0,1,2,47
1362,0,0,0,4,46
1363,1,0,1,4,44
1364,0,0,0,3,47
1365,0,0,0,0,0
1366,0,0,0,3,47
1367,0,0,0,3,47
1368,0,0,1,1,48
1369,0,0,0,3,47
1370,0,0,0,0,50
1371,0,0,0,0,50
1372,0,0,0,2,48
1373,0,0,0,0,50
1374,0,0,0,3,47
1375,0,0,0,4,46
1376,0,0,0,4,46
1377,0,0,0,0,50
1378,0,0,1,1,11
1379,0,0,1,1,11
1380,0,0,2,1,47
1381,0,0,2,1,47
1382,0,0,0,1,49
1383,0,0,1,0,33
1384,0,0,0,0,50
1385,0,0,1,5,44
1386,0,0,0,0,22
1387,0,0,1,10,39
1388,0,0,0,1,13
1389,0,0,0,1,49
1390,0,0,0,3,47
1391,0,0,0,3,47
1392,0,0,0,6,44
1393,0,0,0,1,49
1394,0,0,0,0,50
1395,0,0,0,0,50
1396,0,0,0,5,45
1397,0,0,0,5,45
1398,0,0,0,4,46
1399,0,0,2,0,45
1400,0,0,0,3,24
1401,0,0,1,6,43
1402,0,0,0,4,46
1403,0,0,0,0,32
1404,0,0,0,4,46
1405,0,0,2,2,46
1406,0,0,1,2,47
1407,0,0,0,2,48
1408,0,1,0,5,42
1409,0,0,0,1,49
1410,0,0,0,1,28
1411,0,0,1,6,43
1412,0,0,0,1,49
1413,0,0,0,1,49
1414,0,0,0,3,47
1415,0,0,0,3,47
1416,0,1,3,3,43
1417,0,0,0,2,48
1418,0,0,0,2,48
1419,0,0,0,3,47
1420,0,0,0,3,47
1421,0,0,0,3,47
1422,0,0,0,4,46
1423,0,0,0,4,46
1424,0,0,0,4,46
1425,0,0,0,1,49
1426,0,0,0,2,48
1427,0,0,0,5,45
1428,0,0,0,2,48
1429,0,0,0,2,48
1430,0,0,0,2,48
1431,0,0,0,0,50
1432,0,0,0,2,48
1433,0,0,0,4,46
1434,0,0,0,0,50
1435,0,0,0,0,50
1436,0,0,0,5,45
1437,0,0,0,6,44
1438,0,0,0,1,49
1439,0,0,1,2,47
1440,0,0,0,3,47
1441,0,0,0,3,47
1442,0,0,0,3,47
1443,0,0,0,3,47
1444,0,0,1,3,46
1445,0,0,0,1,49
1446,0,0,0,0,39
1447,0,0,0,0,2
1448,0,2,0,7,41
1449,0,0,0,0,4
1450,0,0,1,0,49
1451,0,0,0,0,26
1452,0,0,0,0,2
1453,0,0,0,4,46
1454,0,0,0,2,48
1455,0,0,0,2,48
1456,0,0,0,2,48
1457,0,0,0,1,8
1458,0,0,0,2,27
1459,0,0,0,0,7
1460,0,0,0,0,2
1461,0,1,0,4,45
1462,0,1,0,4,45
1463,0,0,0,2,48
1464,0,0,0,1,27
1465,0,0,0,1,49
1466,0,0,0,1,49
1467,0,0,0,2,48
1468,0,0,0,2,48
1469,0,0,1,3,46
1470,0,0,0,3,47
1471,0,0,0,3,47
1472,0,0,0,1,49
1473,0,0,0,1,49
1474,0,0,0,0,11
1475,0,0,1,9,40
1476,0,0,0,1,49
1477,0,0,1,3,46
1478,0,0,0,4,46
1479,0,0,0,2,39
1480,0,0,1,4,45
1481,1,0,2,2,45
1482,1,0,2,2,45
1483,0,0,1,2,47
1484,0,0,0,5,45
1485,0,0,0,1,49
1486,0,0,1,3,46
1487,0,0,0,2,48
1488,0,0,0,2,48
1489,0,0,0,1,49
1490,0,0,0,5,45
1491,0,0,1,3,46
1492,0,0,2,2,46
1493,0,0,0,4,46
1494,1,1,0,4,44
1495,0,0,0,2,39
1496,0,0,0,1,49
1497,1,0,1,6,42
1498,0,0,0,2,48
1499,0,0,0,5,45
1500,0,0,0,0,45
1501,1,0,2,5,42
1502,0,0,0,0,50
1503,0,0,0,0,50
1504,0,0,1,3,46
1505,0,0,1,3,46
1506,0,0,1,3,46
1507,0,0,0,1,49
1508,0,0,0,2,48
1509,0,0,0,2,48
1510,0,0,0,2,48
1511,0,0,0,1,49
1512,0,1,0,1,48
1513,0,0,0,5,45
1514,0,0,0,5,45
1515,0,0,1,6,43
1516,0,0,1,3,46
1517,0,0,0,0,50
1518,0,0,0,1,49
1519,0,0,2,5,43
1520,0,0,2,6,42
1521,0,0,0,3,47
1522,0,0,0,2,48
1523,0,0,0,0,50
1524,0,0,0,0,50
1525,0,0,1,4,45
1526,0,0,0,0,12
1527,0,0,1,1,48
1528,0,0,0,0,50
1529,0,0,0,6,44
1530,0,0,0,0,50
1531,0,0,0,0,10
1532,0,0,0,6,44
1533,0,0,1,0,49
1534,0,0,0,0,13
1535,0,0,0,2,48
1536,0,0,0,1,5
1537,2,0,2,3,43
1538,0,0,0,1,49
1539,0,0,0,0,16
1540,0,0,0,0,16
1541,0,0,0,2,48
1542,0,0,0,3,47
1543,0,0,1,6,43
1544,0,0,1,2,26
1545,0,0,0,3,47
1546,0,0,0,2,48
1547,0,0,0,3,30
1548,2,0,0,1,47
1549,0,0,1,1,48
1550,0,0,0,4,46
1551,0,0,0,0,6
1552,0,0,1,4,45
1553,0,0,0,0,0
1554,0,0,0,0,0
1555,0,0,1,4,45
1556,0,0,0,0,50
1557,0,0,0,2,48
1558,0,0,0,2,48
1559,0,0,0,0,24
1560,0,0,0,3,32
1561,0,0,0,0,1
1562,0,0,0,1,49
1563,0,0,1,0,8
1564,0,0,0,4,46
1565,0,0,0,4,46
1566,0,0,0,0,0
1567,0,0,1,1,48
1568,0,0,0,2,41
1569,0,0,0,3,47
1570,0,0,1,3,46
1571,0,0,1,3,46
1572,0,0,1,3,46
1573,0,0,0,1,49
1574,0,0,0,5,45
1575,0,0,0,2,48
1576,0,0,0,0,44
1577,0,0,1,5,39
1578,0,0,0,8,42
1579,0,0,0,1,15
1580,0,0,1,1,48
1581,0,0,1,2,47
1582,0,0,0,5,45
1583,0,0,0,4,46
1584,0,0,0,3,32
1585,0,0,1,9,40
1586,0,0,0,2,48
1587,0,1,0,4,45
1588,0,0,0,2,48
1589,0,0,0,2,48
1590,0,0,0,6,16
1591,0,0,0,1,30
1592,0,0,0,0,50
1593,0,0,4,3,31
1594,0,0,0,0,8
1595,0,0,0,0,50
1596,0,0,0,0,50
1597,0,0,0,0,50
1598,0,0,0,0,50
1599,0,0,0,3,32
1600,0,0,1,6,43
1601,0,0,0,8,42
1602,0,0,0,1,11
1603,0,0,0,0,50
1604,0,0,0,5,45
1605,0,0,1,1,48
1606,0,0,0,6,44
1607,0,0,0,2,48
1608,0,0,0,1,49
1609,0,0,0,2,48
1610,0,0,0,1,49
1611,0,0,0,0,29
1612,0,0,1,0,49
1613,0,0,0,1,49
1614,0,0,1,3,46
1615,0,0,0,3,47
1616,0,0,1,3,46
1617,0,0,0,1,46
1618,0,0,0,2,48
1619,0,0,1,4,45
1620,0,0,0,1,49
1621,0,0,0,2,48
1622,0,0,2,4,44
1623,0,0,0,3,47
1624,0,0,0,3,47
1625,0,0,2,5,43
1626,1,0,0,3,46
1627,1,0,2,4,43
1628,0,0,0,1,49
1629,0,1,0,4,45
1630,1,0,0,5,44
1631,0,0,2,4,44
1632,0,0,0,2,48
1633,0,0,0,2,48
1634,0,0,0,2,48
1635,0,0,0,3,47
1636,0,0,0,4,46
1637,0,0,0,4,46
1638,0,0,0,5,45
1639,0,0,2,4,44
1640,0,0,0,5,45
1641,0,0,0,2,48
1642,0,0,0,1,49
1643,0,0,0,3,47
1644,0,0,0,1,49
1645,0,0,0,1,49
1646,0,0,0,3,47
1647,0,0,0,2,48
1648,0,0,0,2,48
1649,0,0,0,1,49
1650,0,0,1,6,43
1651,0,0,0,0,50
1652,0,0,0,1,49
1653,0,0,0,3,47
1654,0,0,0,0,50
1655,0,0,0,0,46
1656,0,0,0,0,0
1657,0,0,0,5,45
1658,0,0,0,3,47
1659,0,0,0,0,0
1660,0,0,0,2,48
1661,0,0,0,3,47
1662,0,0,0,3,47
1663,0,0,0,2,48
1664,0,0,0,0,0
1665,0,0,0,3,47
1666,0,0,0,3,47
1667,0,0,0,1,49
1668,0,0,1,0,33
1669,0,0,1,4,45
1670,0,0,1,3,46
1671,0,0,0,0,0
1672,0,1,2,6,41
1673,0,0,0,2,48
1674,0,0,0,2,48
1675,0,0,0,1,49
1676,0,0,0,0,0
1677,0,0,1,2,47
1678,0,0,0,0,26
1679,0,0,0,0,0
1680,0,0,0,0,0
1681,0,0,1,4,45
1682,0,0,0,6,16
1683,0,0,0,0,1
1684,0,0,0,0,1
1685,0,0,0,1,49
1686,1,1,5,5,38
1687,0,0,0,1,49
1688,0,0,0,0,3
1689,0,0,0,0,0
1690,0,0,0,0,2
1691,0,0,0,2,48
1692,0,0,0,5,45
1693,0,0,1,5,22
1694,0,0,1,1,28
1695,0,0,0,0,2
1696,0,0,1,3,46
1697,0,0,0,2,48
1698,0,0,0,5,45
1699,0,0,0,8,42
1700,0,0,0,3,41
1701,0,0,0,1,49
1702,0,0,1,2,47
1703,0,0,1,2,47
1704,0,0,0,1,49
1705,0,0,0,5,45
1706,0,0,0,5,45
1707,0,0,1,2,47
1708,0,0,0,0,50
1709,0,0,0,6,44
1710,0,0,1,5,44
1711,0,0,0,2,48
1712,0,0,0,2,48
1713,1,0,1,2,43
1714,0,0,0,2,48
1715,0,0,1,2,14
1716,0,0,0,1,49
1717,0,0,1,3,33
1718,0,0,1,2,14
1719,0,0,0,2,48
1720,0,1,0,4,45
1721,0,1,0,4,45
1722,1,0,0,4,45
1723,0,1,0,4,45
1724,0,0,0,1,49
1725,0,0,0,0,50
1726,0,0,0,3,47
1727,0,0,0,2,48
1728,0,0,0,4,46
1729,0,0,0,0,41
1730,0,0,1,0,49
1731,0,0,0,2,48
1732,2,0,2,3,43
1733,0,0,1,5,44
1734,0,0,0,0,50
1735,0,1,0,0,13
1736,1,0,0,3,46
1737,0,0,1,5,44
1738,0,0,0,3,47
1739,0,0,0,5,45
1740,0,0,1,2,42
1741,0,0,1,2,17
1742,0,0,0,2,48
1743,0,0,0,0,50
1744,0,0,0,3,47
1745,0,0,0,0,50
1746,0,0,0,3,47
1747,0,0,1,0,49
1748,0,0,0,3,47
1749,0,0,0,1,49
1750,0,0,0,3,40
1751,2,0,2,3,43
1752,0,1,0,3,46
1753,0,0,0,1,39
1754,0,0,0,2,48
1755,0,0,0,2,48
1756,0,0,0,3,47
1757,0,0,0,4,46
1758,0,0,0,1,49
1759,0,0,0,1,49
1760,0,0,0,3,47
1761,0,0,0,0,50
1762,2,0,2,5,41
1763,0,0,1,0,49
1764,0,0,0,0,50
1765,0,0,1,4,45
1766,0,0,0,0,0
1767,0,0,0,1,39
1768,0,0,0,0,3
1769,0,0,0,0,2
1770,0,0,1,5,44
1771,0,0,0,1,49
1772,0,0,0,0,0
1773,0,0,0,5,45
1774,0,0,0,5,45
1775,0,0,0,2,48
1776,0,0,0,2,48
1777,0,0,0,2,48
1778,0,0,0,2,48
1779,0,0,0,0,0
1780,0,0,0,0,20
1781,0,0,0,0,20
1782,0,0,1,4,45
1783,0,0,0,5,45
1784,0,0,0,0,50
1785,0,0,0,2,48
1786,0,0,0,0,5
1787,0,0,0,0,50
1788,0,0,1,5,44
1789,0,0,1,5,44
1790,0,0,1,1,48
1791,0,0,0,3,47
1792,0,0,1,2,47
1793,0,0,0,2,48
1794,0,0,1,1,48
1795,0,0,0,3,47
1796,0,0,0,1,49
1797,0,0,0,2,48
1798,0,0,0,2,41
1799,0,0,1,3,46
1800,0,0,0,0,50
1801,0,0,0,1,49
1802,0,0,0,2,40
1803,0,0,0,2,48
1804,0,0,0,2,48
1805,0,0,0,1,49
1806,0,0,0,0,8
1807,0,0,0,0,8
1808,0,0,0,0,50
1809,0,0,0,0,5
1810,0,0,0,2,48
1811,0,0,1,2,47
1812,0,0,1,4,45
1813,0,0,0,0,50
1814,0,0,0,2,48
1815,0,0,0,3,47
1816,0,0,0,0,1
1817,0,0,0,1,30
1818,0,0,1,3,46
1819,0,0,0,3,47
1820,0,1,0,3,46
1821,0,0,0,1,49
1822,0,1,0,2,47
1823,1,0,1,1,47
1824,0,0,1,0,19
1825,0,0,0,0,50
1826,0,0,0,1,33
1827,0,0,0,1,49
1828,0,0,0,3,47
1829,0,0,0,3,47
1830,0,0,0,3,47
1831,0,0,0,1,49
1832,0,0,0,1,49
1833,0,0,0,1,49
1834,0,0,0,0,50
1835,0,0,0,0,50
1836,0,0,0,0,50
1837,0,0,1,4,45
1838,1,0,0,6,43
1839,0,0,0,0,25
1840,0,1,1,6,21
1841,0,0,0,2,48
1842,0,0,0,2,48
1843,0,0,2,2,46
1844,0,0,1,2,42
1845,0,0,0,2,48
1846,0,0,1,3,46
1847,0,0,0,5,45
1848,0,0,0,5,45
1849,0,0,0,1,49
1850,0,0,0,1,49
1851,0,0,0,1,49
1852,0,0,0,1,49
1853,0,0,0,0,50
1854,0,0,0,1,49
1855,0,0,0,2,48
1856,1,0,0,3,46
1857,0,0,0,1,49
1858,0,0,1,8,41
1859,0,0,1,2,47
1860,0,0,0,2,48
1861,0,0,0,2,48
1862,0,0,0,0,50
1863,0,0,0,0,50
1864,0,0,0,1,49
1865,0,0,0,2,48
1866,0,0,0,3,47
1867,0,0,1,6,43
1868,0,0,0,0,50
1869,0,0,0,0,50
1870,0,0,0,1,49
1871,0,0,1,9,40
1872,0,0,0,5,45
1873,0,0,1,4,45
1874,0,0,0,1,49
1875,0,0,0,2,48
1876,0,0,0,2,48
1877,1,1,0,1,47
1878,0,0,1,6,43
1879,0,0,0,1,49
1880,0,0,0,3,47
1881,0,0,0,1,49
1882,0,0,0,1,49
1883,0,0,0,1,49
1884,0,0,2,4,44
1885,0,0,0,1,49
1886,0,0,0,0,9
1887,0,0,0,1,49
1888,0,0,0,6,44
1889,0,0,0,3,45
1890,1,0,0,2,22
1891,0,0,1,0,49
1892,0,0,4,2,44
1893,0,0,0,3,47
1894,0,0,0,0,50
1895,0,0,0,0,1
1896,0,0,2,0,48
1897,0,0,1,1,48
1898,0,0,2,2,46
1899,0,0,0,5,45
1900,0,0,0,0,0
1901,0,0,0,1,49
1902,0,0,0,1,49
1903,0,0,0,1,49
1904,0,0,0,1,49
1905,0,0,0,2,48
1906,0,0,0,1,49
1907,0,0,0,2,48
1908,0,0,0,0,5
1909,0,0,1,3,46
1910,0,0,0,0,3
1911,0,0,0,3,47
1912,0,0,0,0,19
1913,0,0,0,2,48
1914,0,0,0,2,48
1915,0,0,1,1,11
1916,0,0,1,1,11
1917,0,0,0,4,46
1918,0,0,1,2,14
1919,0,0,0,1,7
1920,0,0,0,0,15
1921,0,0,0,1,49
1922,0,0,0,1,49
1923,0,0,0,1,49
1924,0,0,0,0,5
1925,0,0,1,2,26
1926,0,0,0,3,47
1927,0,0,0,2,48
1928,0,0,0,2,48
1929,0,0,0,2,48
1930,0,0,0,3,47
1931,0,0,0,2,48
1932,0,1,0,4,45
1933,0,0,0,0,23
1934,0,0,0,1,49
1935,0,0,0,0,8
1936,0,0,0,2,46
1937,0,0,0,3,47
1938,0,0,0,2,48
1939,1,0,1,1,47
1940,0,0,0,2,48
1941,1,0,1,1,47
1942,0,0,0,6,44
1943,0,0,0,3,47
1944,0,0,0,1,49
1945,0,0,0,1,33
1946,0,1,0,2,21
1947,0,0,0,5,45
1948,1,0,2,2,45
1949,0,0,0,3,32
1950,0,0,0,1,49
1951,0,0,0,2,41
1952,0,0,0,3,47
1953,0,0,0,0,29
1954,0,0,1,3,46
1955,0,0,0,5,45
1956,0,0,0,5,45
1957,0,1,1,3,45
1958,0,0,0,1,49
1959,0,0,0,2,14
1960,0,0,2,1,47
1961,0,0,0,2,31
1962,0,0,0,0,30
1963,0,0,0,1,49
1964,0,0,0,2,48
1965,0,0,0,2,48
1966,0,0,0,1,49
1967,0,0,0,2,48
1968,0,0,1,4,45
1969,0,0,1,2,47
1970,0,0,0,2,48
1971,0,0,0,5,45
1972,0,0,1,4,45
1973,0,0,0,5,45
1974,0,0,1,4,45
1975,0,0,0,1,49
1976,0,0,1,2,47
1977,0,0,0,1,49
1978,0,0,0,3,47
1979,0,0,0,1,49
1980,0,0,0,3,47
1981,0,0,0,1,49
1982,0,0,0,4,46
1983,0,0,0,0,50
1984,0,0,0,1,49
1985,0,0,0,3,47
1986,0,0,0,2,48
1987,0,0,0,2,48
1988,0,0,0,2,48
1989,0,0,0,1,49
1990,0,0,0,0,1
1991,0,0,0,2,48
1992,0,0,0,2,48
1993,0,0,1,4,45
1994,0,0,0,5,45
1995,0,0,0,0,2
1996,0,0,1,4,45
1997,0,0,0,1,49
1998,0,0,0,0,4
1999,1,0,2,3,32
2000,0,0,0,0,50
2001,0,0,0,0,50
2002,0,0,0,0,0
2003,0,0,0,5,45
2004,0,0,0,5,45
2005,0,0,0,1,49
2006,0,0,0,1,49
2007,0,0,0,0,0
2008,0,0,0,1,49
2009,0,0,0,6,44
2010,0,0,0,2,48
2011,0,0,0,0,5
2012,0,0,0,1,49
2013,0,1,0,1,48
2014,0,0,2,2,46
2015,0,0,0,4,46
2016,0,0,0,6,16
2017,0,0,0,2,48
2018,0,0,0,2,48
2019,0,0,4,2,44
2020,0,0,1,2,17
2021,0,0,0,2,48
2022,0,0,0,0,15
2023,0,0,0,0,50
2024,0,0,0,0,50
2025,0,0,1,0,22
2026,0,1,0,4,45
2027,0,0,0,2,48
2028,0,0,0,2,40
2029,0,0,0,0,4
2030,0,0,0,1,30
2031,0,0,0,5,45
2032,0,0,0,5,45
2033,0,0,0,5,45
2034,0,0,0,0,9
2035,0,0,0,1,8
2036,0,0,0,0,50
2037,0,0,1,2,17
2038,0,0,0,1,13
2039,0,0,0,3,47
2040,0,0,0,0,8
2041,0,0,0,3,47
2042,0,0,0,2,40
2043,0,0,1,0,19
2044,0,0,1,1,48
2045,0,0,0,0,12
2046,0,0,0,4,46
2047,0,0,0,0,20
2048,0,0,0,1,43
2049,0,0,0,1,11
2050,0,0,1,3,46
2051,0,0,0,5,45
2052,0,0,0,2,44
2053,0,0,0,1,49
2054,0,0,0,2,48
2055,0,0,0,2,48
2056,4,1,0,6,39
2057,0,0,0,1,49
2058,0,0,0,2,48
2059,0,0,0,2,48
2060,1,0,2,2,45
2061,0,0,0,1,49
2062,0,1,0,4,45
2063,0,0,0,0,9
2064,1,0,0,3,46
2065,0,1,0,4,45
2066,0,0,0,3,36
2067,0,0,0,2,48
2068,0,0,0,2,48
2069,0,0,0,1,49
2070,0,0,0,3,47
2071,0,0,0,3,47
2072,0,0,0,2,48
2073,0,0,0,1,49
2074,0,0,1,3,46
2075,0,1,1,6,42
2076,0,1,1,6,42
2077,0,0,0,1,49
2078,0,0,1,0,30
2079,0,0,0,2,22
2080,0,0,1,6,43
2081,1,0,1,0,45
2082,0,0,0,3,47
2083,0,0,0,2,48
2084,1,1,0,4,44
2085,0,0,1,2,47
2086,0,0,0,1,49
2087,0,0,0,3,47
2088,0,0,0,6,44
2089,0,0,0,2,48
2090,0,0,0,1,49
2091,0,0,0,0,50
2092,0,0,0,2,48
2093,0,1,1,6,40
2094,0,0,0,3,47
2095,0,0,0,1,49
2096,0,0,0,1,49
2097,0,0,0,2,48
2098,0,0,0,0,50
2099,0,1,0,4,45
2100,0,0,1,3,36
2101,0,0,1,1,48
2102,0,0,0,2,48
2103,0,0,1,3,46
2104,0,0,0,3,47
2105,0,1,0,1,48
2106,0,0,0,1,49
2107,0,0,0,1,49
2108,0,0,0,3,47
2109,0,0,0,0,50
2110,0,0,0,0,50
2111,0,0,0,2,48
2112,0,0,0,0,50
2113,0,0,0,0,4
2114,0,0,0,0,2
2115,0,0,0,0,23
2116,0,0,0,1,49
2117,0,0,1,5,44
2118,0,0,0,0,0
2119,0,0,0,0,10
2120,0,0,0,1,49
2121,0,0,0,1,49
2122,0,0,0,3,47
2123,0,0,0,2,48
2124,0,0,0,3,47
2125,0,0,0,0,1
2126,0,0,0,3,47
2127,0,0,0,0,50
2128,0,0,0,1,39
2129,0,0,0,0,50
2130,0,0,0,2,48
2131,0,0,0,0,0
2132,0,0,0,0,0
2133,0,0,0,2,48
2134,0,0,0,0,0
2135,0,0,0,3,47
2136,0,0,0,0,50
2137,0,0,0,3,47
2138,0,0,0,3,47
2139,0,0,0,3,47
2140,0,0,0,3,47
2141,0,0,0,3,47
2142,0,0,0,2,48
2143,0,0,1,4,45
2144,0,0,1,2,14
2145,0,0,2,2,46
2146,0,0,0,0,3
2147,1,0,0,2,40
2148,0,0,0,0,1
2149,0,0,0,0,22
2150,0,0,0,1,49
2151,0,0,0,0,0
2152,0,0,0,3,47
2153,0,0,1,1,48
2154,0,0,1,3,46
2155,0,0,0,0,5
2156,0,0,1,0,49
2157,0,0,0,5,45
2158,0,0,0,2,48
2159,0,0,1,5,44
2160,0,0,0,4,46
2161,0,0,0,4,46
2162,0,0,0,2,48
2163,0,0,0,2,48
2164,0,0,0,0,15
2165,0,0,0,0,14
2166,0,0,0,0,50
2167,1,1,1,2,45
2168,0,0,0,0,1
2169,0,0,0,0,9
2170,0,0,0,0,20
2171,0,0,0,2,48
2172,0,0,0,0,50
2173,0,0,0,0,36
2174,0,0,0,0,50
2175,0,0,0,1,30
2176,0,0,1,3,19
2177,0,0,0,3,47
2178,0,0,0,2,48
2179,0,0,0,2,35
2180,0,0,0,0,50
2181,0,0,0,0,50
2182,0,0,0,0,50
2183,0,0,1,3,46
2184,0,0,2,1,47
2185,0,0,1,5,44
2186,0,0,0,2,48
2187,0,0,0,0,50
2188,0,0,0,0,50
2189,0,0,0,2,48
2190,0,1,0,2,47
2191,0,0,3,4,43
2192,0,0,0,6,44
2193,0,0,0,2,48
2194,0,0,0,2,48
2195,0,0,0,8,42
2196,0,1,0,4,45
2197,0,0,0,1,49
2198,1,0,3,6,40
2199,0,0,0,2,39
2200,0,0,0,1,49
2201,0,0,0,3,36
2202,0,0,0,2,48
2203,0,0,0,2,48
2204,0,0,0,2,48
2205,0,0,1,0,8
2206,0,0,0,3,47
2207,0,0,0,1,49
2208,1,0,1,2,43
2209,0,0,0,0,50
2210,0,0,0,4,46
2211,0,1,0,4,45
2212,0,0,0,5,45
2213,0,0,0,0,23
2214,0,0,0,1,49
2215,0,0,1,3,46
2216,0,1,0,2,47
2217,0,0,0,1,49
2218,0,0,0,1,49
2219,0,0,0,0,50
